"";"x"
"nbClusters";"2"
"percent A";"0.63"
"percent B";"0.37"
"Calinski.Harabatz";"370.331441790842"
"Calinski.Krzysztof";"1.87980708387862"
"Calinski.Genolini";"370.331441790842"
"Ray.Turi";"-0.038507553864613"
"Davies.Bouldin";"0.909850310583119"
"random";"0.41436943682245"
"algorithmUsed";"kmeans, fast (C)"
"convergenceTime";"12"
