"";"x"
"nbClusters";"4"
"percent A";"0.5"
"percent B";"0.25"
"percent C";"0.125"
"percent D";"0.125"
"Calinski.Harabatz";"9.14285714285714"
"Kryszczuk.Calinski";"12"
"Genolini.Calinski";"15.8358930977726"
"Ray.Turi";"1.91855203619909"
"Davies.Bouldin";"0.899467049189172"
"random";"-3.12939286119495"
"algorithmUsed";"kmeans, fast (C)"
"convergenceTime";"2"
